,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
40,2468476,000689,2014-11-18,1.032,1.032,1.0,1.0,1.032
41,2468477,000689,2014-11-19,1.037,1.037,1.0,1.0,1.037
42,2468478,000689,2014-11-20,1.036,1.036,1.0,1.0,1.036
43,2468479,000689,2014-11-21,1.049,1.049,1.0,1.0,1.049
44,2468480,000689,2014-11-24,1.066,1.066,1.0,1.0,1.066
45,2468481,000689,2014-11-25,1.082,1.082,1.0,1.0,1.082
46,2468482,000689,2014-11-26,1.096,1.096,1.0,1.0,1.096
47,2468483,000689,2014-11-27,1.102,1.102,1.0,1.0,1.102
48,2468484,000689,2014-11-28,1.108,1.108,1.0,1.0,1.108
49,2468485,000689,2014-12-01,1.099,1.099,1.0,1.0,1.099
50,2468486,000689,2014-12-02,1.123,1.123,1.0,1.0,1.123
51,2468487,000689,2014-12-03,1.124,1.124,1.0,1.0,1.124
52,2468488,000689,2014-12-04,1.141,1.141,1.0,1.0,1.141
53,2468489,000689,2014-12-05,1.139,1.139,1.0,1.0,1.139
54,2468490,000689,2014-12-08,1.162,1.162,1.0,1.0,1.162
55,2468491,000689,2014-12-09,1.096,1.096,1.0,1.0,1.096
56,2468492,000689,2014-12-10,1.13,1.13,1.0,1.0,1.13
57,2468493,000689,2014-12-11,1.145,1.145,1.0,1.0,1.145
58,2468494,000689,2014-12-12,1.15,1.15,1.0,1.0,1.15
59,2468495,000689,2014-12-15,1.163,1.163,1.0,1.0,1.163
60,2468496,000689,2014-12-16,1.173,1.173,1.0,1.0,1.173
61,2468497,000689,2014-12-17,1.171,1.171,1.0,1.0,1.171
62,2468498,000689,2014-12-18,1.178,1.178,1.0,1.0,1.178
63,2468499,000689,2014-12-19,1.181,1.181,1.0,1.0,1.181
64,2468500,000689,2014-12-22,1.151,1.151,1.0,1.0,1.151
65,2468501,000689,2014-12-23,1.122,1.122,1.0,1.0,1.122
66,2468502,000689,2014-12-24,1.116,1.116,1.0,1.0,1.116
67,2468503,000689,2014-12-25,1.14,1.14,1.0,1.0,1.14
68,2468504,000689,2014-12-26,1.158,1.158,1.0,1.0,1.158
69,2468505,000689,2014-12-29,1.16,1.16,1.0,1.0,1.16
70,2468506,000689,2014-12-30,1.145,1.145,1.0,1.0,1.145
71,2468507,000689,2014-12-31,1.165,1.165,1.0,1.0,1.165
72,2468508,000689,2015-01-05,1.196,1.196,1.0,1.0,1.196
73,2468509,000689,2015-01-06,1.205,1.205,1.0,1.0,1.205
74,2468510,000689,2015-01-07,1.199,1.199,1.0,1.0,1.199
75,2468511,000689,2015-01-08,1.183,1.183,1.0,1.0,1.183
76,2468512,000689,2015-01-09,1.184,1.184,1.0,1.0,1.184
77,2468513,000689,2015-01-12,1.157,1.157,1.0,1.0,1.157
78,2468514,000689,2015-01-13,1.167,1.167,1.0,1.0,1.167
79,2468515,000689,2015-01-14,1.163,1.163,1.0,1.0,1.163
80,2468516,000689,2015-01-15,1.19,1.19,1.0,1.0,1.19
81,2468517,000689,2015-01-16,1.201,1.201,1.0,1.0,1.201
82,2468518,000689,2015-01-19,1.142,1.142,1.0,1.0,1.142
83,2468519,000689,2015-01-20,1.182,1.182,1.0,1.0,1.182
84,2468520,000689,2015-01-21,1.213,1.213,1.0,1.0,1.213
85,2468521,000689,2015-01-22,1.229,1.229,1.0,1.0,1.229
86,2468522,000689,2015-01-23,1.219,1.219,1.0,1.0,1.219
87,2468523,000689,2015-01-26,1.24,1.24,1.0,1.0,1.24
88,2468524,000689,2015-01-27,1.241,1.241,1.0,1.0,1.241
89,2468525,000689,2015-01-28,1.233,1.233,1.0,1.0,1.233
90,2468526,000689,2015-01-29,1.226,1.226,1.0,1.0,1.226
91,2468527,000689,2015-01-30,1.215,1.215,1.0,1.0,1.215
92,2468528,000689,2015-02-02,1.208,1.208,1.0,1.0,1.208
93,2468529,000689,2015-02-03,1.226,1.226,1.0,1.0,1.226
94,2468530,000689,2015-02-04,1.22,1.22,1.0,1.0,1.22
95,2468531,000689,2015-02-05,1.214,1.214,1.0,1.0,1.214
96,2468532,000689,2015-02-06,1.198,1.198,1.0,1.0,1.198
97,2468533,000689,2015-02-09,1.19,1.19,1.0,1.0,1.19
98,2468534,000689,2015-02-10,1.2,1.2,1.0,1.0,1.2
99,2468535,000689,2015-02-11,1.213,1.213,1.0,1.0,1.213
100,2468536,000689,2015-02-12,1.218,1.218,1.0,1.0,1.218
101,2468537,000689,2015-02-13,1.233,1.233,1.0,1.0,1.233
102,2468538,000689,2015-02-16,1.259,1.259,1.0,1.0,1.259
103,2468539,000689,2015-02-17,1.262,1.262,1.0,1.0,1.262
104,2468540,000689,2015-02-25,1.26,1.26,1.0,1.0,1.26
105,2468541,000689,2015-02-26,1.261,1.261,1.0,1.0,1.261
106,2468542,000689,2015-02-27,1.275,1.275,1.0,1.0,1.275
107,2468543,000689,2015-03-02,1.291,1.291,1.0,1.0,1.291
108,2468544,000689,2015-03-03,1.289,1.289,1.0,1.0,1.289
109,2468545,000689,2015-03-04,1.307,1.307,1.0,1.0,1.307
110,2468546,000689,2015-03-05,1.311,1.311,1.0,1.0,1.311
111,2468547,000689,2015-03-06,1.298,1.298,1.0,1.0,1.298
112,2468548,000689,2015-03-09,1.31,1.31,1.0,1.0,1.31
113,2468549,000689,2015-03-10,1.315,1.315,1.0,1.0,1.315
114,2468550,000689,2015-03-11,1.308,1.308,1.0,1.0,1.308
115,2468551,000689,2015-03-12,1.303,1.303,1.0,1.0,1.303
116,2468552,000689,2015-03-13,1.325,1.325,1.0,1.0,1.325
117,2468553,000689,2015-03-16,1.354,1.354,1.0,1.0,1.354
118,2468554,000689,2015-03-17,1.365,1.365,1.0,1.0,1.365
119,2468555,000689,2015-03-18,1.382,1.382,1.0,1.0,1.382
120,2468556,000689,2015-03-19,1.386,1.386,1.0,1.0,1.386
121,2468557,000689,2015-03-20,1.396,1.396,1.0,1.0,1.396
122,2468558,000689,2015-03-23,1.431,1.431,1.0,1.0,1.431
123,2468559,000689,2015-03-24,1.434,1.434,1.0,1.0,1.434
124,2468560,000689,2015-03-25,1.434,1.434,1.0,1.0,1.434
125,2468561,000689,2015-03-26,1.431,1.431,1.0,1.0,1.431
126,2468562,000689,2015-03-27,1.448,1.448,1.0,1.0,1.448
127,2468563,000689,2015-03-30,1.48,1.48,1.0,1.0,1.48
128,2468564,000689,2015-03-31,1.473,1.473,1.0,1.0,1.473
129,2468565,000689,2015-04-01,1.498,1.498,1.0,1.0,1.498
130,2468566,000689,2015-04-02,1.524,1.524,1.0,1.0,1.524
131,2468567,000689,2015-04-03,1.549,1.549,1.0,1.0,1.549
132,2468568,000689,2015-04-07,1.581,1.581,1.0,1.0,1.581
133,2468569,000689,2015-04-08,1.563,1.563,1.0,1.0,1.563
134,2468570,000689,2015-04-09,1.542,1.542,1.0,1.0,1.542
135,2468571,000689,2015-04-10,1.573,1.573,1.0,1.0,1.573
136,2468572,000689,2015-04-13,1.604,1.604,1.0,1.0,1.604
137,2468573,000689,2015-04-14,1.6,1.6,1.0,1.0,1.6
138,2468574,000689,2015-04-15,1.556,1.556,1.0,1.0,1.556
139,2468575,000689,2015-04-16,1.583,1.583,1.0,1.0,1.583
140,2468576,000689,2015-04-17,1.603,1.603,1.0,1.0,1.603
141,2468577,000689,2015-04-20,1.576,1.576,1.0,1.0,1.576
142,2468578,000689,2015-04-21,1.614,1.614,1.0,1.0,1.614
143,2468579,000689,2015-04-22,1.658,1.658,1.0,1.0,1.658
144,2468580,000689,2015-04-23,1.666,1.666,1.0,1.0,1.666
145,2468581,000689,2015-04-24,1.663,1.663,1.0,1.0,1.663
146,2468582,000689,2015-04-27,1.682,1.682,1.0,1.0,1.682
147,2468583,000689,2015-04-28,1.637,1.637,1.0,1.0,1.637
148,2468584,000689,2015-04-29,1.661,1.661,1.0,1.0,1.661
149,2468585,000689,2015-04-30,1.669,1.669,1.0,1.0,1.669
150,2468586,000689,2015-05-04,1.69,1.69,1.0,1.0,1.69
151,2468587,000689,2015-05-05,1.621,1.621,1.0,1.0,1.621
152,2468588,000689,2015-05-06,1.601,1.601,1.0,1.0,1.601
153,2468589,000689,2015-05-07,1.57,1.57,1.0,1.0,1.57
154,2468590,000689,2015-05-08,1.611,1.611,1.0,1.0,1.611
155,2468591,000689,2015-05-11,1.662,1.662,1.0,1.0,1.662
156,2468592,000689,2015-05-12,1.683,1.683,1.0,1.0,1.683
157,2468593,000689,2015-05-13,1.683,1.683,1.0,1.0,1.683
158,2468594,000689,2015-05-14,1.682,1.682,1.0,1.0,1.682
159,2468595,000689,2015-05-15,1.665,1.665,1.0,1.0,1.665
160,2468596,000689,2015-05-18,1.676,1.676,1.0,1.0,1.676
161,2468597,000689,2015-05-19,1.734,1.734,1.0,1.0,1.734
162,2468598,000689,2015-05-20,1.757,1.757,1.0,1.0,1.757
163,2468599,000689,2015-05-21,1.81,1.81,1.0,1.0,1.81
164,2468600,000689,2015-05-22,1.845,1.845,1.0,1.0,1.845
165,2468601,000689,2015-05-25,1.867,1.867,1.0,1.0,1.867
166,2468602,000689,2015-05-26,1.924,1.924,1.0,1.0,1.924
167,2468603,000689,2015-05-27,1.945,1.945,1.0,1.0,1.945
168,2468604,000689,2015-05-28,1.864,1.864,1.0,1.0,1.864
169,2468605,000689,2015-05-29,1.883,1.883,1.0,1.0,1.883
170,2468606,000689,2015-06-01,1.964,1.964,1.0,1.0,1.964
171,2468607,000689,2015-06-02,2.032,2.032,1.0,1.0,2.032
172,2468608,000689,2015-06-03,2.041,2.041,1.0,1.0,2.041
173,2468609,000689,2015-06-04,2.033,2.033,1.0,1.0,2.033
174,2468610,000689,2015-06-05,2.072,2.072,1.0,1.0,2.072
175,2468611,000689,2015-06-08,2.049,2.049,1.0,1.0,2.049
176,2468612,000689,2015-06-09,2.021,2.021,1.0,1.0,2.021
177,2468613,000689,2015-06-10,2.052,2.052,1.0,1.0,2.052
178,2468614,000689,2015-06-11,2.059,2.059,1.0,1.0,2.059
179,2468615,000689,2015-06-12,2.089,2.089,1.0,1.0,2.089
180,2468616,000689,2015-06-15,2.062,2.062,1.0,1.0,2.062
181,2468617,000689,2015-06-16,1.977,1.977,1.0,1.0,1.977
182,2468618,000689,2015-06-17,2.03,2.03,1.0,1.0,2.03
183,2468619,000689,2015-06-18,1.985,1.985,1.0,1.0,1.985
184,2468620,000689,2015-06-19,1.881,1.881,1.0,1.0,1.881
185,2468621,000689,2015-06-23,1.903,1.903,1.0,1.0,1.903
186,2468622,000689,2015-06-24,1.964,1.964,1.0,1.0,1.964
187,2468623,000689,2015-06-25,1.922,1.922,1.0,1.0,1.922
188,2468624,000689,2015-06-26,1.774,1.774,1.0,1.0,1.774
189,2468625,000689,2015-06-29,1.702,1.702,1.0,1.0,1.702
190,2468626,000689,2015-06-30,1.766,1.766,1.0,1.0,1.766
191,2468627,000689,2015-07-01,1.658,1.658,1.0,1.0,1.658
192,2468628,000689,2015-07-02,1.539,1.539,1.0,1.0,1.539
193,2468629,000689,2015-07-03,1.438,1.438,1.0,1.0,1.438
194,2468630,000689,2015-07-06,1.384,1.384,1.0,1.0,1.384
195,2468631,000689,2015-07-07,1.296,1.296,1.0,1.0,1.296
196,2468632,000689,2015-07-08,1.23,1.23,1.0,1.0,1.23
197,2468633,000689,2015-07-09,1.239,1.239,1.0,1.0,1.239
198,2468634,000689,2015-07-10,1.241,1.241,1.0,1.0,1.241
199,2468635,000689,2015-07-13,1.242,1.242,1.0,1.0,1.242
200,2468636,000689,2015-07-14,1.243,1.243,1.0,1.0,1.243
201,2468637,000689,2015-07-15,1.241,1.241,1.0,1.0,1.241
202,2468638,000689,2015-07-16,1.242,1.242,1.0,1.0,1.242
203,2468639,000689,2015-07-17,1.243,1.243,1.0,1.0,1.243
204,2468640,000689,2015-07-20,1.244,1.244,1.0,1.0,1.244
205,2468641,000689,2015-07-21,1.244,1.244,1.0,1.0,1.244
206,2468642,000689,2015-07-22,1.245,1.245,1.0,1.0,1.245
207,2468643,000689,2015-07-23,1.246,1.246,1.0,1.0,1.246
208,2468644,000689,2015-07-24,1.246,1.246,1.0,1.0,1.246
209,2468645,000689,2015-07-27,1.243,1.243,1.0,1.0,1.243
210,2468646,000689,2015-07-28,1.243,1.243,1.0,1.0,1.243
211,2468647,000689,2015-07-29,1.244,1.244,1.0,1.0,1.244
212,2468648,000689,2015-07-30,1.243,1.243,1.0,1.0,1.243
213,2468649,000689,2015-07-31,1.242,1.242,1.0,1.0,1.242
214,2468650,000689,2015-08-03,1.242,1.242,1.0,1.0,1.242
215,2468651,000689,2015-08-04,1.243,1.243,1.0,1.0,1.243
216,2468652,000689,2015-08-05,1.244,1.244,1.0,1.0,1.244
217,2468653,000689,2015-08-06,1.243,1.243,1.0,1.0,1.243
218,2468654,000689,2015-08-07,1.244,1.244,1.0,1.0,1.244
219,2468655,000689,2015-08-10,1.245,1.245,1.0,1.0,1.245
220,2468656,000689,2015-08-11,1.245,1.245,1.0,1.0,1.245
221,2468657,000689,2015-08-12,1.245,1.245,1.0,1.0,1.245
222,2468658,000689,2015-08-13,1.246,1.246,1.0,1.0,1.246
223,2468659,000689,2015-08-14,1.247,1.247,1.0,1.0,1.247
224,2468660,000689,2015-08-17,1.248,1.248,1.0,1.0,1.248
225,2468661,000689,2015-08-18,1.245,1.245,1.0,1.0,1.245
226,2468662,000689,2015-08-19,1.246,1.246,1.0,1.0,1.246
227,2468663,000689,2015-08-20,1.245,1.245,1.0,1.0,1.245
228,2468664,000689,2015-08-21,1.243,1.243,1.0,1.0,1.243
229,2468665,000689,2015-08-24,1.239,1.239,1.0,1.0,1.239
230,2468666,000689,2015-08-25,1.236,1.236,1.0,1.0,1.236
231,2468667,000689,2015-08-26,1.235,1.235,1.0,1.0,1.235
232,2468668,000689,2015-08-27,1.236,1.236,1.0,1.0,1.236
233,2468669,000689,2015-08-28,1.238,1.238,1.0,1.0,1.238
234,2468670,000689,2015-08-31,1.237,1.237,1.0,1.0,1.237
235,2468671,000689,2015-09-01,1.236,1.236,1.0,1.0,1.236
236,2468672,000689,2015-09-02,1.235,1.235,1.0,1.0,1.235
237,2468673,000689,2015-09-07,1.235,1.235,1.0,1.0,1.235
238,2468674,000689,2015-09-08,1.237,1.237,1.0,1.0,1.237
239,2468675,000689,2015-09-09,1.238,1.238,1.0,1.0,1.238
240,2468676,000689,2015-09-10,1.238,1.238,1.0,1.0,1.238
241,2468677,000689,2015-09-11,1.238,1.238,1.0,1.0,1.238
242,2468678,000689,2015-09-14,1.237,1.237,1.0,1.0,1.237
243,2468679,000689,2015-09-15,1.235,1.235,1.0,1.0,1.235
244,2468680,000689,2015-09-16,1.237,1.237,1.0,1.0,1.237
245,2468681,000689,2015-09-17,1.236,1.236,1.0,1.0,1.236
246,2468682,000689,2015-09-18,1.236,1.236,1.0,1.0,1.236
247,2468683,000689,2015-09-21,1.237,1.237,1.0,1.0,1.237
248,2468684,000689,2015-09-22,1.237,1.237,1.0,1.0,1.237
249,2468685,000689,2015-09-23,1.236,1.236,1.0,1.0,1.236
250,2468686,000689,2015-09-24,1.237,1.237,1.0,1.0,1.237
251,2468687,000689,2015-09-25,1.239,1.239,1.0,1.0,1.239
252,2468688,000689,2015-09-28,1.238,1.238,1.0,1.0,1.238
253,2468689,000689,2015-09-29,1.237,1.237,1.0,1.0,1.237
254,2468690,000689,2015-09-30,1.238,1.238,1.0,1.0,1.238
255,2468691,000689,2015-10-08,1.24,1.24,1.0,1.0,1.24
256,2468692,000689,2015-10-09,1.24,1.24,1.0,1.0,1.24
257,2468693,000689,2015-10-12,1.24,1.24,1.0,1.0,1.24
258,2468694,000689,2015-10-13,1.24,1.24,1.0,1.0,1.24
259,2468695,000689,2015-10-14,1.24,1.24,1.0,1.0,1.24
260,2468696,000689,2015-10-15,1.24,1.24,1.0,1.0,1.24
261,2468697,000689,2015-10-16,1.24,1.24,1.0,1.0,1.24
262,2468698,000689,2015-10-19,1.241,1.241,1.0,1.0,1.241
263,2468699,000689,2015-10-20,1.241,1.241,1.0,1.0,1.241
264,2468700,000689,2015-10-21,1.24,1.24,1.0,1.0,1.24
265,2468701,000689,2015-10-22,1.24,1.24,1.0,1.0,1.24
266,2468702,000689,2015-10-23,1.24,1.24,1.0,1.0,1.24
267,2468703,000689,2015-10-26,1.241,1.241,1.0,1.0,1.241
268,2468704,000689,2015-10-27,1.241,1.241,1.0,1.0,1.241
269,2468705,000689,2015-10-28,1.241,1.241,1.0,1.0,1.241
270,2468706,000689,2015-10-29,1.241,1.241,1.0,1.0,1.241
271,2468707,000689,2015-10-30,1.241,1.241,1.0,1.0,1.241
272,2468708,000689,2015-11-02,1.241,1.241,1.0,1.0,1.241
273,2468709,000689,2015-11-03,1.24,1.24,1.0,1.0,1.24
274,2468710,000689,2015-11-04,1.241,1.241,1.0,1.0,1.241
275,2468711,000689,2015-11-05,1.241,1.241,1.0,1.0,1.241
276,2468712,000689,2015-11-06,1.242,1.242,1.0,1.0,1.242
277,2468713,000689,2015-11-09,1.242,1.242,1.0,1.0,1.242
278,2468714,000689,2015-11-10,1.242,1.242,1.0,1.0,1.242
279,2468715,000689,2015-11-11,1.242,1.242,1.0,1.0,1.242
280,2468716,000689,2015-11-12,1.242,1.242,1.0,1.0,1.242
281,2468717,000689,2015-11-13,1.242,1.242,1.0,1.0,1.242
282,2468718,000689,2015-11-16,1.242,1.242,1.0,1.0,1.242
283,2468719,000689,2015-11-17,1.242,1.242,1.0,1.0,1.242
284,2468720,000689,2015-11-18,1.241,1.241,1.0,1.0,1.241
285,2468721,000689,2015-11-19,1.242,1.242,1.0,1.0,1.242
286,2468722,000689,2015-11-20,1.241,1.241,1.0,1.0,1.241
287,2468723,000689,2015-11-23,1.241,1.241,1.0,1.0,1.241
288,2468724,000689,2015-11-24,1.241,1.241,1.0,1.0,1.241
289,2468725,000689,2015-11-25,1.242,1.242,1.0,1.0,1.242
290,2468726,000689,2015-11-26,1.242,1.242,1.0,1.0,1.242
291,2468727,000689,2015-11-27,1.241,1.241,1.0,1.0,1.241
292,2468728,000689,2015-11-30,1.241,1.241,1.0,1.0,1.241
293,2468729,000689,2015-12-01,1.241,1.241,1.0,1.0,1.241
294,2468730,000689,2015-12-02,1.241,1.241,1.0,1.0,1.241
295,2468731,000689,2015-12-03,1.241,1.241,1.0,1.0,1.241
296,2468732,000689,2015-12-04,1.241,1.241,1.0,1.0,1.241
297,2468733,000689,2015-12-07,1.241,1.241,1.0,1.0,1.241
298,2468734,000689,2015-12-08,1.241,1.241,1.0,1.0,1.241
299,2468735,000689,2015-12-09,1.241,1.241,1.0,1.0,1.241
300,2468736,000689,2015-12-10,1.24,1.24,1.0,1.0,1.24
301,2468737,000689,2015-12-11,1.24,1.24,1.0,1.0,1.24
302,2468738,000689,2015-12-14,1.24,1.24,1.0,1.0,1.24
303,2468739,000689,2015-12-15,1.24,1.24,1.0,1.0,1.24
304,2468740,000689,2015-12-16,1.24,1.24,1.0,1.0,1.24
305,2468741,000689,2015-12-17,1.241,1.241,1.0,1.0,1.241
306,2468742,000689,2015-12-18,1.241,1.241,1.0,1.0,1.241
307,2468743,000689,2015-12-21,1.241,1.241,1.0,1.0,1.241
308,2468744,000689,2015-12-22,1.241,1.241,1.0,1.0,1.241
309,2468745,000689,2015-12-23,1.241,1.241,1.0,1.0,1.241
310,2468746,000689,2015-12-24,1.241,1.241,1.0,1.0,1.241
311,2468747,000689,2015-12-25,1.241,1.241,1.0,1.0,1.241
312,2468748,000689,2015-12-28,1.241,1.241,1.0,1.0,1.241
313,2468749,000689,2015-12-29,1.241,1.241,1.0,1.0,1.241
314,2468750,000689,2015-12-30,1.241,1.241,1.0,1.0,1.241
315,2468751,000689,2015-12-31,1.24,1.24,1.0,1.0,1.24
316,2468752,000689,2016-01-04,1.234,1.234,1.0,1.0,1.234
317,2468753,000689,2016-01-05,1.233,1.233,1.0,1.0,1.233
318,2468754,000689,2016-01-06,1.237,1.237,1.0,1.0,1.237
319,2468755,000689,2016-01-07,1.221,1.221,1.0,1.0,1.221
320,2468756,000689,2016-01-08,1.221,1.221,1.0,1.0,1.221
321,2468757,000689,2016-01-11,1.186,1.186,1.0,1.0,1.186
322,2468758,000689,2016-01-12,1.183,1.183,1.0,1.0,1.183
323,2468759,000689,2016-01-13,1.168,1.168,1.0,1.0,1.168
324,2468760,000689,2016-01-14,1.176,1.176,1.0,1.0,1.176
325,2468761,000689,2016-01-15,1.158,1.158,1.0,1.0,1.158
326,2468762,000689,2016-01-18,1.164,1.164,1.0,1.0,1.164
327,2468763,000689,2016-01-19,1.177,1.177,1.0,1.0,1.177
328,2468764,000689,2016-01-20,1.172,1.172,1.0,1.0,1.172
329,2468765,000689,2016-01-21,1.159,1.159,1.0,1.0,1.159
330,2468766,000689,2016-01-22,1.163,1.163,1.0,1.0,1.163
331,2468767,000689,2016-01-25,1.166,1.166,1.0,1.0,1.166
332,2468768,000689,2016-01-26,1.142,1.142,1.0,1.0,1.142
333,2468769,000689,2016-01-27,1.139,1.139,1.0,1.0,1.139
334,2468770,000689,2016-01-28,1.129,1.129,1.0,1.0,1.129
335,2468771,000689,2016-01-29,1.139,1.139,1.0,1.0,1.139
336,2468772,000689,2016-02-01,1.136,1.136,1.0,1.0,1.136
337,2468773,000689,2016-02-02,1.145,1.145,1.0,1.0,1.145
338,2468774,000689,2016-02-03,1.148,1.148,1.0,1.0,1.148
339,2468775,000689,2016-02-04,1.154,1.154,1.0,1.0,1.154
340,2468776,000689,2016-02-05,1.144,1.144,1.0,1.0,1.144
341,2468777,000689,2016-02-15,1.141,1.141,1.0,1.0,1.141
342,2468778,000689,2016-02-16,1.174,1.174,1.0,1.0,1.174
343,2468779,000689,2016-02-17,1.19,1.19,1.0,1.0,1.19
344,2468780,000689,2016-02-18,1.183,1.183,1.0,1.0,1.183
345,2468781,000689,2016-02-19,1.192,1.192,1.0,1.0,1.192
346,2468782,000689,2016-02-22,1.21,1.21,1.0,1.0,1.21
347,2468783,000689,2016-02-23,1.205,1.205,1.0,1.0,1.205
348,2468784,000689,2016-02-24,1.206,1.206,1.0,1.0,1.206
349,2468785,000689,2016-02-25,1.12,1.12,1.0,1.0,1.12
350,2468786,000689,2016-02-26,1.104,1.104,1.0,1.0,1.104
351,2468787,000689,2016-02-29,1.059,1.059,1.0,1.0,1.059
352,2468788,000689,2016-03-01,1.068,1.068,1.0,1.0,1.068
353,2468789,000689,2016-03-02,1.087,1.087,1.0,1.0,1.087
354,2468790,000689,2016-03-03,1.085,1.085,1.0,1.0,1.085
355,2468791,000689,2016-03-04,1.064,1.064,1.0,1.0,1.064
356,2468792,000689,2016-03-07,1.075,1.075,1.0,1.0,1.075
357,2468793,000689,2016-03-08,1.082,1.082,1.0,1.0,1.082
358,2468794,000689,2016-03-09,1.065,1.065,1.0,1.0,1.065
359,2468795,000689,2016-03-10,1.055,1.055,1.0,1.0,1.055
360,2468796,000689,2016-03-11,1.054,1.054,1.0,1.0,1.054
361,2468797,000689,2016-03-14,1.078,1.078,1.0,1.0,1.078
362,2468798,000689,2016-03-15,1.076,1.076,1.0,1.0,1.076
363,2468799,000689,2016-03-16,1.069,1.069,1.0,1.0,1.069
364,2468800,000689,2016-03-17,1.096,1.096,1.0,1.0,1.096
365,2468801,000689,2016-03-18,1.134,1.134,1.0,1.0,1.134
366,2468802,000689,2016-03-21,1.161,1.161,1.0,1.0,1.161
367,2468803,000689,2016-03-22,1.159,1.159,1.0,1.0,1.159
368,2468804,000689,2016-03-23,1.163,1.163,1.0,1.0,1.163
369,2468805,000689,2016-03-24,1.157,1.157,1.0,1.0,1.157
370,2468806,000689,2016-03-25,1.163,1.163,1.0,1.0,1.163
371,2468807,000689,2016-03-28,1.157,1.157,1.0,1.0,1.157
372,2468808,000689,2016-03-29,1.146,1.146,1.0,1.0,1.146
373,2468809,000689,2016-03-30,1.179,1.179,1.0,1.0,1.179
374,2468810,000689,2016-03-31,1.18,1.18,1.0,1.0,1.18
375,2468811,000689,2016-04-01,1.17,1.17,1.0,1.0,1.17
376,2468812,000689,2016-04-05,1.208,1.208,1.0,1.0,1.208
377,2468813,000689,2016-04-06,1.209,1.209,1.0,1.0,1.209
378,2468814,000689,2016-04-07,1.184,1.184,1.0,1.0,1.184
379,2468815,000689,2016-04-08,1.17,1.17,1.0,1.0,1.17
380,2468816,000689,2016-04-11,1.193,1.193,1.0,1.0,1.193
381,2468817,000689,2016-04-12,1.186,1.186,1.0,1.0,1.186
382,2468818,000689,2016-04-13,1.202,1.202,1.0,1.0,1.202
383,2468819,000689,2016-04-14,1.215,1.215,1.0,1.0,1.215
384,2468820,000689,2016-04-15,1.211,1.211,1.0,1.0,1.211
385,2468821,000689,2016-04-18,1.189,1.189,1.0,1.0,1.189
386,2468822,000689,2016-04-19,1.192,1.192,1.0,1.0,1.192
