,id,code,day,net_value,sum_value,factor,acc_factor,refactor_net_value
45,2465258,000592,2014-09-04,1.062,1.062,1.0,1.0,1.062
46,2465259,000592,2014-09-05,1.066,1.066,1.0,1.0,1.066
47,2465260,000592,2014-09-09,1.068,1.068,1.0,1.0,1.068
48,2465261,000592,2014-09-10,1.07,1.07,1.0,1.0,1.07
49,2465262,000592,2014-09-11,1.068,1.068,1.0,1.0,1.068
50,2465263,000592,2014-09-12,1.077,1.077,1.0,1.0,1.077
51,2465264,000592,2014-09-15,1.075,1.075,1.0,1.0,1.075
52,2465265,000592,2014-09-16,1.041,1.041,1.0,1.0,1.041
53,2465266,000592,2014-09-17,1.049,1.049,1.0,1.0,1.049
54,2465267,000592,2014-09-18,1.058,1.058,1.0,1.0,1.058
55,2465268,000592,2014-09-19,1.067,1.067,1.0,1.0,1.067
56,2465269,000592,2014-09-22,1.055,1.055,1.0,1.0,1.055
57,2465270,000592,2014-09-23,1.065,1.065,1.0,1.0,1.065
58,2465271,000592,2014-09-24,1.072,1.072,1.0,1.0,1.072
59,2465272,000592,2014-09-25,1.069,1.069,1.0,1.0,1.069
60,2465273,000592,2014-09-26,1.071,1.071,1.0,1.0,1.071
61,2465274,000592,2014-09-29,1.078,1.078,1.0,1.0,1.078
62,2465275,000592,2014-09-30,1.078,1.078,1.0,1.0,1.078
63,2465276,000592,2014-10-08,1.094,1.094,1.0,1.0,1.094
64,2465277,000592,2014-10-09,1.099,1.099,1.0,1.0,1.099
65,2465278,000592,2014-10-10,1.092,1.092,1.0,1.0,1.092
66,2465279,000592,2014-10-13,1.079,1.079,1.0,1.0,1.079
67,2465280,000592,2014-10-14,1.074,1.074,1.0,1.0,1.074
68,2465281,000592,2014-10-15,1.074,1.074,1.0,1.0,1.074
69,2465282,000592,2014-10-16,1.067,1.067,1.0,1.0,1.067
70,2465283,000592,2014-10-17,1.058,1.058,1.0,1.0,1.058
71,2465284,000592,2014-10-20,1.072,1.072,1.0,1.0,1.072
72,2465285,000592,2014-10-21,1.069,1.069,1.0,1.0,1.069
73,2465286,000592,2014-10-22,1.06,1.06,1.0,1.0,1.06
74,2465287,000592,2014-10-23,1.045,1.045,1.0,1.0,1.045
75,2465288,000592,2014-10-24,1.047,1.047,1.0,1.0,1.047
76,2465289,000592,2014-10-27,1.06,1.06,1.0,1.0,1.06
77,2465290,000592,2014-10-28,1.085,1.085,1.0,1.0,1.085
78,2465291,000592,2014-10-29,1.092,1.092,1.0,1.0,1.092
79,2465292,000592,2014-10-30,1.095,1.095,1.0,1.0,1.095
80,2465293,000592,2014-10-31,1.09,1.09,1.0,1.0,1.09
81,2465294,000592,2014-11-03,1.104,1.104,1.0,1.0,1.104
82,2465295,000592,2014-11-04,1.09,1.09,1.0,1.0,1.09
83,2465296,000592,2014-11-05,1.092,1.092,1.0,1.0,1.092
84,2465297,000592,2014-11-06,1.107,1.107,1.0,1.0,1.107
85,2465298,000592,2014-11-07,1.096,1.096,1.0,1.0,1.096
86,2465299,000592,2014-11-10,1.099,1.099,1.0,1.0,1.099
87,2465300,000592,2014-11-11,1.073,1.073,1.0,1.0,1.073
88,2465301,000592,2014-11-12,1.09,1.09,1.0,1.0,1.09
89,2465302,000592,2014-11-13,1.081,1.081,1.0,1.0,1.081
90,2465303,000592,2014-11-14,1.078,1.078,1.0,1.0,1.078
91,2465304,000592,2014-11-17,1.084,1.084,1.0,1.0,1.084
92,2465305,000592,2014-11-18,1.087,1.087,1.0,1.0,1.087
93,2465306,000592,2014-11-19,1.092,1.092,1.0,1.0,1.092
94,2465307,000592,2014-11-20,1.091,1.091,1.0,1.0,1.091
95,2465308,000592,2014-11-21,1.104,1.104,1.0,1.0,1.104
96,2465309,000592,2014-11-24,1.12,1.12,1.0,1.0,1.12
97,2465310,000592,2014-11-25,1.13,1.13,1.0,1.0,1.13
98,2465311,000592,2014-11-26,1.141,1.141,1.0,1.0,1.141
99,2465312,000592,2014-11-27,1.148,1.148,1.0,1.0,1.148
100,2465313,000592,2014-11-28,1.154,1.154,1.0,1.0,1.154
101,2465314,000592,2014-12-01,1.14,1.14,1.0,1.0,1.14
102,2465315,000592,2014-12-02,1.173,1.173,1.0,1.0,1.173
103,2465316,000592,2014-12-03,1.184,1.184,1.0,1.0,1.184
104,2465317,000592,2014-12-04,1.224,1.224,1.0,1.0,1.224
105,2465318,000592,2014-12-05,1.226,1.226,1.0,1.0,1.226
106,2465319,000592,2014-12-08,1.266,1.266,1.0,1.0,1.266
107,2465320,000592,2014-12-09,1.185,1.185,1.0,1.0,1.185
108,2465321,000592,2014-12-10,1.228,1.228,1.0,1.0,1.228
109,2465322,000592,2014-12-11,1.238,1.238,1.0,1.0,1.238
110,2465323,000592,2014-12-12,1.244,1.244,1.0,1.0,1.244
111,2465324,000592,2014-12-15,1.262,1.262,1.0,1.0,1.262
112,2465325,000592,2014-12-16,1.289,1.289,1.0,1.0,1.289
113,2465326,000592,2014-12-17,1.3,1.3,1.0,1.0,1.3
114,2465327,000592,2014-12-18,1.296,1.296,1.0,1.0,1.296
115,2465328,000592,2014-12-19,1.287,1.287,1.0,1.0,1.287
116,2465329,000592,2014-12-22,1.249,1.249,1.0,1.0,1.249
117,2465330,000592,2014-12-23,1.228,1.228,1.0,1.0,1.228
118,2465331,000592,2014-12-24,1.213,1.213,1.0,1.0,1.213
119,2465332,000592,2014-12-25,1.239,1.239,1.0,1.0,1.239
120,2465333,000592,2014-12-26,1.269,1.269,1.0,1.0,1.269
121,2465334,000592,2014-12-29,1.268,1.268,1.0,1.0,1.268
122,2465335,000592,2014-12-30,1.263,1.263,1.0,1.0,1.263
123,2465336,000592,2014-12-31,1.287,1.287,1.0,1.0,1.287
124,2465337,000592,2015-01-05,1.317,1.317,1.0,1.0,1.317
125,2465338,000592,2015-01-06,1.321,1.321,1.0,1.0,1.321
126,2465339,000592,2015-01-07,1.32,1.32,1.0,1.0,1.32
127,2465340,000592,2015-01-08,1.309,1.309,1.0,1.0,1.309
128,2465341,000592,2015-01-09,1.302,1.302,1.0,1.0,1.302
129,2465342,000592,2015-01-12,1.303,1.303,1.0,1.0,1.303
130,2465343,000592,2015-01-13,1.309,1.309,1.0,1.0,1.309
131,2465344,000592,2015-01-14,1.302,1.302,1.0,1.0,1.302
132,2465345,000592,2015-01-15,1.326,1.326,1.0,1.0,1.326
133,2465346,000592,2015-01-16,1.339,1.339,1.0,1.0,1.339
134,2465347,000592,2015-01-19,1.277,1.277,1.0,1.0,1.277
135,2465348,000592,2015-01-20,1.326,1.326,1.0,1.0,1.326
136,2465349,000592,2015-01-21,1.362,1.362,1.0,1.0,1.362
137,2465350,000592,2015-01-22,1.376,1.376,1.0,1.0,1.376
138,2465351,000592,2015-01-23,1.359,1.359,1.0,1.0,1.359
139,2465352,000592,2015-01-26,1.378,1.378,1.0,1.0,1.378
140,2465353,000592,2015-01-27,1.38,1.38,1.0,1.0,1.38
141,2465354,000592,2015-01-28,1.361,1.361,1.0,1.0,1.361
142,2465355,000592,2015-01-29,1.357,1.357,1.0,1.0,1.357
143,2465356,000592,2015-01-30,1.342,1.342,1.0,1.0,1.342
144,2465357,000592,2015-02-02,1.341,1.341,1.0,1.0,1.341
145,2465358,000592,2015-02-03,1.376,1.376,1.0,1.0,1.376
146,2465359,000592,2015-02-04,1.377,1.377,1.0,1.0,1.377
147,2465360,000592,2015-02-05,1.375,1.375,1.0,1.0,1.375
148,2465361,000592,2015-02-06,1.347,1.347,1.0,1.0,1.347
149,2465362,000592,2015-02-09,1.334,1.334,1.0,1.0,1.334
150,2465363,000592,2015-02-10,1.364,1.364,1.0,1.0,1.364
151,2465364,000592,2015-02-11,1.381,1.381,1.0,1.0,1.381
152,2465365,000592,2015-02-12,1.387,1.387,1.0,1.0,1.387
153,2465366,000592,2015-02-13,1.397,1.397,1.0,1.0,1.397
154,2465367,000592,2015-02-16,1.418,1.418,1.0,1.0,1.418
155,2465368,000592,2015-02-17,1.425,1.425,1.0,1.0,1.425
156,2465369,000592,2015-02-25,1.403,1.403,1.0,1.0,1.403
157,2465370,000592,2015-02-26,1.412,1.412,1.0,1.0,1.412
158,2465371,000592,2015-02-27,1.424,1.424,1.0,1.0,1.424
159,2465372,000592,2015-03-02,1.459,1.459,1.0,1.0,1.459
160,2465373,000592,2015-03-03,1.431,1.431,1.0,1.0,1.431
161,2465374,000592,2015-03-04,1.457,1.457,1.0,1.0,1.457
162,2465375,000592,2015-03-05,1.444,1.444,1.0,1.0,1.444
163,2465376,000592,2015-03-06,1.416,1.416,1.0,1.0,1.416
164,2465377,000592,2015-03-09,1.431,1.431,1.0,1.0,1.431
165,2465378,000592,2015-03-10,1.441,1.441,1.0,1.0,1.441
166,2465379,000592,2015-03-11,1.448,1.448,1.0,1.0,1.448
167,2465380,000592,2015-03-12,1.444,1.444,1.0,1.0,1.444
168,2465381,000592,2015-03-13,1.459,1.459,1.0,1.0,1.459
169,2465382,000592,2015-03-16,1.5,1.5,1.0,1.0,1.5
170,2465383,000592,2015-03-17,1.506,1.506,1.0,1.0,1.506
171,2465384,000592,2015-03-18,1.526,1.526,1.0,1.0,1.526
172,2465385,000592,2015-03-19,1.537,1.537,1.0,1.0,1.537
173,2465386,000592,2015-03-20,1.568,1.568,1.0,1.0,1.568
174,2465387,000592,2015-03-23,1.614,1.614,1.0,1.0,1.614
175,2465388,000592,2015-03-24,1.632,1.632,1.0,1.0,1.632
176,2465389,000592,2015-03-25,1.643,1.643,1.0,1.0,1.643
177,2465390,000592,2015-03-26,1.595,1.595,1.0,1.0,1.595
178,2465391,000592,2015-03-27,1.616,1.616,1.0,1.0,1.616
179,2465392,000592,2015-03-30,1.632,1.632,1.0,1.0,1.632
180,2465393,000592,2015-03-31,1.63,1.63,1.0,1.0,1.63
181,2465394,000592,2015-04-01,1.669,1.669,1.0,1.0,1.669
182,2465395,000592,2015-04-02,1.702,1.702,1.0,1.0,1.702
183,2465396,000592,2015-04-03,1.732,1.732,1.0,1.0,1.732
184,2465397,000592,2015-04-07,1.755,1.755,1.0,1.0,1.755
185,2465398,000592,2015-04-08,1.732,1.732,1.0,1.0,1.732
186,2465399,000592,2015-04-09,1.721,1.721,1.0,1.0,1.721
187,2465400,000592,2015-04-10,1.768,1.768,1.0,1.0,1.768
188,2465401,000592,2015-04-13,1.791,1.791,1.0,1.0,1.791
189,2465402,000592,2015-04-14,1.796,1.796,1.0,1.0,1.796
190,2465403,000592,2015-04-15,1.745,1.745,1.0,1.0,1.745
191,2465404,000592,2015-04-16,1.767,1.767,1.0,1.0,1.767
192,2465405,000592,2015-04-17,1.753,1.753,1.0,1.0,1.753
193,2465406,000592,2015-04-20,1.686,1.686,1.0,1.0,1.686
194,2465407,000592,2015-04-21,1.754,1.754,1.0,1.0,1.754
195,2465408,000592,2015-04-22,1.794,1.794,1.0,1.0,1.794
196,2465409,000592,2015-04-23,1.802,1.802,1.0,1.0,1.802
197,2465410,000592,2015-04-24,1.802,1.802,1.0,1.0,1.802
198,2465411,000592,2015-04-27,1.817,1.817,1.0,1.0,1.817
199,2465412,000592,2015-04-28,1.774,1.774,1.0,1.0,1.774
200,2465413,000592,2015-04-29,1.817,1.817,1.0,1.0,1.817
201,2465414,000592,2015-04-30,1.822,1.822,1.0,1.0,1.822
202,2465415,000592,2015-05-04,1.851,1.851,1.0,1.0,1.851
203,2465416,000592,2015-05-05,1.797,1.797,1.0,1.0,1.797
204,2465417,000592,2015-05-06,1.804,1.804,1.0,1.0,1.804
205,2465418,000592,2015-05-07,1.804,1.804,1.0,1.0,1.804
206,2465419,000592,2015-05-08,1.89,1.89,1.0,1.0,1.89
207,2465420,000592,2015-05-11,1.983,1.983,1.0,1.0,1.983
208,2465421,000592,2015-05-12,2.013,2.013,1.0,1.0,2.013
209,2465422,000592,2015-05-13,2.006,2.006,1.0,1.0,2.006
210,2465423,000592,2015-05-14,1.991,1.991,1.0,1.0,1.991
211,2465424,000592,2015-05-15,2.014,2.014,1.0,1.0,2.014
212,2465425,000592,2015-05-18,2.078,2.078,1.0,1.0,2.078
213,2465426,000592,2015-05-19,2.112,2.112,1.0,1.0,2.112
214,2465427,000592,2015-05-20,2.149,2.149,1.0,1.0,2.149
215,2465428,000592,2015-05-21,2.231,2.231,1.0,1.0,2.231
216,2465429,000592,2015-05-22,2.244,2.244,1.0,1.0,2.244
217,2465430,000592,2015-05-25,2.288,2.288,1.0,1.0,2.288
218,2465431,000592,2015-05-26,2.397,2.397,1.0,1.0,2.397
219,2465432,000592,2015-05-27,2.441,2.441,1.0,1.0,2.441
220,2465433,000592,2015-05-28,2.301,2.301,1.0,1.0,2.301
221,2465434,000592,2015-05-29,2.347,2.347,1.0,1.0,2.347
222,2465435,000592,2015-06-01,2.474,2.474,1.0,1.0,2.474
223,2465436,000592,2015-06-02,2.579,2.579,1.0,1.0,2.579
224,2465437,000592,2015-06-03,2.601,2.601,1.0,1.0,2.601
225,2465438,000592,2015-06-04,2.558,2.558,1.0,1.0,2.558
226,2465439,000592,2015-06-05,2.554,2.554,1.0,1.0,2.554
227,2465440,000592,2015-06-08,2.517,2.517,1.0,1.0,2.517
228,2465441,000592,2015-06-09,2.501,2.501,1.0,1.0,2.501
229,2465442,000592,2015-06-10,2.57,2.57,1.0,1.0,2.57
230,2465443,000592,2015-06-11,2.608,2.608,1.0,1.0,2.608
231,2465444,000592,2015-06-12,2.64,2.64,1.0,1.0,2.64
232,2465445,000592,2015-06-15,2.576,2.576,1.0,1.0,2.576
233,2465446,000592,2015-06-16,2.476,2.476,1.0,1.0,2.476
234,2465447,000592,2015-06-17,2.515,2.515,1.0,1.0,2.515
235,2465448,000592,2015-06-18,2.43,2.43,1.0,1.0,2.43
236,2465449,000592,2015-06-19,2.29,2.29,1.0,1.0,2.29
237,2465450,000592,2015-06-23,2.301,2.301,1.0,1.0,2.301
238,2465451,000592,2015-06-24,2.355,2.355,1.0,1.0,2.355
239,2465452,000592,2015-06-25,2.261,2.261,1.0,1.0,2.261
240,2465453,000592,2015-06-26,2.08,2.08,1.0,1.0,2.08
241,2465454,000592,2015-06-29,1.944,1.944,1.0,1.0,1.944
242,2465455,000592,2015-06-30,2.072,2.072,1.0,1.0,2.072
243,2465456,000592,2015-07-01,1.982,1.982,1.0,1.0,1.982
244,2465457,000592,2015-07-02,1.893,1.893,1.0,1.0,1.893
245,2465458,000592,2015-07-03,1.81,1.81,1.0,1.0,1.81
246,2465459,000592,2015-07-06,1.778,1.778,1.0,1.0,1.778
247,2465460,000592,2015-07-07,1.701,1.701,1.0,1.0,1.701
248,2465461,000592,2015-07-08,1.63,1.63,1.0,1.0,1.63
249,2465462,000592,2015-07-09,1.668,1.668,1.0,1.0,1.668
250,2465463,000592,2015-07-10,1.743,1.743,1.0,1.0,1.743
251,2465464,000592,2015-07-13,1.825,1.825,1.0,1.0,1.825
252,2465465,000592,2015-07-14,1.873,1.873,1.0,1.0,1.873
253,2465466,000592,2015-07-15,1.774,1.774,1.0,1.0,1.774
254,2465467,000592,2015-07-16,1.775,1.775,1.0,1.0,1.775
255,2465468,000592,2015-07-17,1.89,1.89,1.0,1.0,1.89
256,2465469,000592,2015-07-20,1.945,1.945,1.0,1.0,1.945
257,2465470,000592,2015-07-21,1.987,1.987,1.0,1.0,1.987
258,2465471,000592,2015-07-22,2.021,2.021,1.0,1.0,2.021
259,2465472,000592,2015-07-23,2.084,2.084,1.0,1.0,2.084
260,2465473,000592,2015-07-24,2.046,2.046,1.0,1.0,2.046
261,2465474,000592,2015-07-27,1.902,1.902,1.0,1.0,1.902
262,2465475,000592,2015-07-28,1.85,1.85,1.0,1.0,1.85
263,2465476,000592,2015-07-29,1.932,1.932,1.0,1.0,1.932
264,2465477,000592,2015-07-30,1.867,1.867,1.0,1.0,1.867
265,2465478,000592,2015-07-31,1.834,1.834,1.0,1.0,1.834
266,2465479,000592,2015-08-03,1.781,1.781,1.0,1.0,1.781
267,2465480,000592,2015-08-04,1.875,1.875,1.0,1.0,1.875
268,2465481,000592,2015-08-05,1.859,1.859,1.0,1.0,1.859
269,2465482,000592,2015-08-06,1.862,1.862,1.0,1.0,1.862
270,2465483,000592,2015-08-07,1.911,1.911,1.0,1.0,1.911
271,2465484,000592,2015-08-10,2.01,2.01,1.0,1.0,2.01
272,2465485,000592,2015-08-11,2.008,2.008,1.0,1.0,2.008
273,2465486,000592,2015-08-12,1.975,1.975,1.0,1.0,1.975
274,2465487,000592,2015-08-13,2.013,2.013,1.0,1.0,2.013
275,2465488,000592,2015-08-14,2.011,2.011,1.0,1.0,2.011
276,2465489,000592,2015-08-17,2.029,2.029,1.0,1.0,2.029
277,2465490,000592,2015-08-18,1.893,1.893,1.0,1.0,1.893
278,2465491,000592,2015-08-19,1.93,1.93,1.0,1.0,1.93
279,2465492,000592,2015-08-20,1.874,1.874,1.0,1.0,1.874
280,2465493,000592,2015-08-21,1.759,1.759,1.0,1.0,1.759
281,2465494,000592,2015-08-24,1.623,1.623,1.0,1.0,1.623
282,2465495,000592,2015-08-25,1.484,1.484,1.0,1.0,1.484
283,2465496,000592,2015-08-26,1.446,1.446,1.0,1.0,1.446
284,2465497,000592,2015-08-27,1.511,1.511,1.0,1.0,1.511
285,2465498,000592,2015-08-28,1.601,1.601,1.0,1.0,1.601
286,2465499,000592,2015-08-31,1.554,1.554,1.0,1.0,1.554
287,2465500,000592,2015-09-01,1.469,1.469,1.0,1.0,1.469
288,2465501,000592,2015-09-02,1.448,1.448,1.0,1.0,1.448
289,2465502,000592,2015-09-07,1.454,1.454,1.0,1.0,1.454
290,2465503,000592,2015-09-08,1.521,1.521,1.0,1.0,1.521
291,2465504,000592,2015-09-09,1.579,1.579,1.0,1.0,1.579
292,2465505,000592,2015-09-10,1.564,1.564,1.0,1.0,1.564
293,2465506,000592,2015-09-11,1.571,1.571,1.0,1.0,1.571
294,2465507,000592,2015-09-14,1.48,1.48,1.0,1.0,1.48
295,2465508,000592,2015-09-15,1.417,1.417,1.0,1.0,1.417
296,2465509,000592,2015-09-16,1.502,1.502,1.0,1.0,1.502
297,2465510,000592,2015-09-17,1.488,1.488,1.0,1.0,1.488
298,2465511,000592,2015-09-18,1.513,1.513,1.0,1.0,1.513
299,2465512,000592,2015-09-21,1.565,1.565,1.0,1.0,1.565
300,2465513,000592,2015-09-22,1.565,1.565,1.0,1.0,1.565
301,2465514,000592,2015-09-23,1.555,1.555,1.0,1.0,1.555
302,2465515,000592,2015-09-24,1.563,1.563,1.0,1.0,1.563
303,2465516,000592,2015-09-25,1.531,1.531,1.0,1.0,1.531
304,2465517,000592,2015-09-28,1.567,1.567,1.0,1.0,1.567
305,2465518,000592,2015-09-29,1.553,1.553,1.0,1.0,1.553
306,2465519,000592,2015-09-30,1.561,1.561,1.0,1.0,1.561
307,2465520,000592,2015-10-08,1.618,1.618,1.0,1.0,1.618
308,2465521,000592,2015-10-09,1.656,1.656,1.0,1.0,1.656
309,2465522,000592,2015-10-12,1.72,1.72,1.0,1.0,1.72
310,2465523,000592,2015-10-13,1.744,1.744,1.0,1.0,1.744
311,2465524,000592,2015-10-14,1.713,1.713,1.0,1.0,1.713
312,2465525,000592,2015-10-15,1.773,1.773,1.0,1.0,1.773
313,2465526,000592,2015-10-16,1.79,1.79,1.0,1.0,1.79
314,2465527,000592,2015-10-19,1.805,1.805,1.0,1.0,1.805
315,2465528,000592,2015-10-20,1.826,1.826,1.0,1.0,1.826
316,2465529,000592,2015-10-21,1.713,1.713,1.0,1.0,1.713
317,2465530,000592,2015-10-22,1.772,1.772,1.0,1.0,1.772
318,2465531,000592,2015-10-23,1.829,1.829,1.0,1.0,1.829
319,2465532,000592,2015-10-26,1.859,1.859,1.0,1.0,1.859
320,2465533,000592,2015-10-27,1.871,1.871,1.0,1.0,1.871
321,2465534,000592,2015-10-28,1.836,1.836,1.0,1.0,1.836
322,2465535,000592,2015-10-29,1.85,1.85,1.0,1.0,1.85
323,2465536,000592,2015-10-30,1.859,1.859,1.0,1.0,1.859
324,2465537,000592,2015-11-02,1.82,1.82,1.0,1.0,1.82
325,2465538,000592,2015-11-03,1.818,1.818,1.0,1.0,1.818
326,2465539,000592,2015-11-04,1.918,1.918,1.0,1.0,1.918
327,2465540,000592,2015-11-05,1.921,1.921,1.0,1.0,1.921
328,2465541,000592,2015-11-06,1.979,1.979,1.0,1.0,1.979
329,2465542,000592,2015-11-09,2.009,2.009,1.0,1.0,2.009
330,2465543,000592,2015-11-10,2.025,2.025,1.0,1.0,2.025
331,2465544,000592,2015-11-11,2.069,2.069,1.0,1.0,2.069
332,2465545,000592,2015-11-12,2.072,2.072,1.0,1.0,2.072
333,2465546,000592,2015-11-13,2.015,2.015,1.0,1.0,2.015
334,2465547,000592,2015-11-16,2.053,2.053,1.0,1.0,2.053
335,2465548,000592,2015-11-17,2.036,2.036,1.0,1.0,2.036
336,2465549,000592,2015-11-18,2.002,2.002,1.0,1.0,2.002
337,2465550,000592,2015-11-19,2.066,2.066,1.0,1.0,2.066
338,2465551,000592,2015-11-20,2.101,2.101,1.0,1.0,2.101
339,2465552,000592,2015-11-23,2.063,2.063,1.0,1.0,2.063
340,2465553,000592,2015-11-24,2.095,2.095,1.0,1.0,2.095
341,2465554,000592,2015-11-25,2.152,2.152,1.0,1.0,2.152
342,2465555,000592,2015-11-26,2.164,2.164,1.0,1.0,2.164
343,2465556,000592,2015-11-27,2.064,2.064,1.0,1.0,2.064
344,2465557,000592,2015-11-30,2.084,2.084,1.0,1.0,2.084
345,2465558,000592,2015-12-01,2.048,2.048,1.0,1.0,2.048
346,2465559,000592,2015-12-02,2.017,2.017,1.0,1.0,2.017
347,2465560,000592,2015-12-03,2.067,2.067,1.0,1.0,2.067
348,2465561,000592,2015-12-04,2.064,2.064,1.0,1.0,2.064
349,2465562,000592,2015-12-07,2.092,2.092,1.0,1.0,2.092
350,2465563,000592,2015-12-08,2.06,2.06,1.0,1.0,2.06
351,2465564,000592,2015-12-09,2.077,2.077,1.0,1.0,2.077
352,2465565,000592,2015-12-10,2.077,2.077,1.0,1.0,2.077
353,2465566,000592,2015-12-11,2.05,2.05,1.0,1.0,2.05
354,2465567,000592,2015-12-14,2.058,2.058,1.0,1.0,2.058
355,2465568,000592,2015-12-15,2.1,2.1,1.0,1.0,2.1
356,2465569,000592,2015-12-16,2.112,2.112,1.0,1.0,2.112
357,2465570,000592,2015-12-17,2.155,2.155,1.0,1.0,2.155
358,2465571,000592,2015-12-18,2.156,2.156,1.0,1.0,2.156
359,2465572,000592,2015-12-21,2.193,2.193,1.0,1.0,2.193
360,2465573,000592,2015-12-22,2.221,2.221,1.0,1.0,2.221
361,2465574,000592,2015-12-23,2.19,2.19,1.0,1.0,2.19
362,2465575,000592,2015-12-24,2.184,2.184,1.0,1.0,2.184
363,2465576,000592,2015-12-25,2.206,2.206,1.0,1.0,2.206
364,2465577,000592,2015-12-28,2.152,2.152,1.0,1.0,2.152
365,2465578,000592,2015-12-29,2.185,2.185,1.0,1.0,2.185
366,2465579,000592,2015-12-30,2.211,2.211,1.0,1.0,2.211
367,2465580,000592,2015-12-31,2.185,2.185,1.0,1.0,2.185
368,2465581,000592,2016-01-04,2.011,2.011,1.0,1.0,2.011
369,2465582,000592,2016-01-05,1.979,1.979,1.0,1.0,1.979
370,2465583,000592,2016-01-06,2.028,2.028,1.0,1.0,2.028
371,2465584,000592,2016-01-07,1.854,1.854,1.0,1.0,1.854
372,2465585,000592,2016-01-08,1.867,1.867,1.0,1.0,1.867
373,2465586,000592,2016-01-11,1.753,1.753,1.0,1.0,1.753
374,2465587,000592,2016-01-12,1.732,1.732,1.0,1.0,1.732
375,2465588,000592,2016-01-13,1.681,1.681,1.0,1.0,1.681
376,2465589,000592,2016-01-14,1.73,1.73,1.0,1.0,1.73
377,2465590,000592,2016-01-15,1.668,1.668,1.0,1.0,1.668
378,2465591,000592,2016-01-18,1.692,1.692,1.0,1.0,1.692
379,2465592,000592,2016-01-19,1.754,1.754,1.0,1.0,1.754
380,2465593,000592,2016-01-20,1.74,1.74,1.0,1.0,1.74
381,2465594,000592,2016-01-21,1.67,1.67,1.0,1.0,1.67
382,2465595,000592,2016-01-22,1.679,1.679,1.0,1.0,1.679
383,2465596,000592,2016-01-25,1.698,1.698,1.0,1.0,1.698
384,2465597,000592,2016-01-26,1.589,1.589,1.0,1.0,1.589
385,2465598,000592,2016-01-27,1.565,1.565,1.0,1.0,1.565
386,2465599,000592,2016-01-28,1.504,1.504,1.0,1.0,1.504
