,id,code,period_start,period_end,pub_date,report_type_id,report_type,rank,symbol,name,shares,market_cap,proportion
17,11980577,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,18,600007,中国国贸,183500.0,2805715.0,1.9
18,11980578,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,19,601888,中国国旅,52700.0,2339880.0,1.59
19,11980579,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,20,600118,中国卫星,79900.0,2275552.0,1.54
20,11980580,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,21,600511,国药股份,71216.0,2206983.84,1.5
21,11980581,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,22,601818,光大银行,438800.0,2141344.0,1.45
22,11980582,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,23,600184,光电股份,58000.0,2078720.0,1.41
23,11980583,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,24,000728,国元证券,64500.0,2010465.0,1.36
24,11980584,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,25,002228,合兴包装,140127.0,1888911.96,1.28
25,11980585,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,26,002207,准油股份,104331.0,1857091.8,1.26
26,11980586,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,27,600522,中天科技,118373.0,1821760.47,1.24
27,11980587,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,28,601318,中国平安,23800.0,1778098.0,1.21
28,11980588,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,29,002131,利欧股份,74205.0,1721556.0,1.17
29,11980589,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,30,600030,中信证券,50500.0,1711950.0,1.16
30,11980590,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,31,600167,联美控股,126711.0,1661181.21,1.13
31,11980591,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,32,600176,中国玻纤,93575.0,1447605.25,0.98
32,11980592,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,33,300360,炬华科技,63077.0,1416709.42,0.96
33,11980593,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,34,601208,东材科技,165309.0,1413391.95,0.96
34,11980594,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,35,601009,南京银行,94200.0,1380030.0,0.94
35,11980595,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,36,300126,锐奇股份,106423.0,1291975.22,0.88
36,11980596,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,37,600606,金丰投资,98900.0,1279766.0,0.87
37,11980597,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,38,002391,长青股份,79693.0,1276681.86,0.87
38,11980598,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,39,000539,粤电力Ａ,160800.0,1260672.0,0.86
39,11980599,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,40,002327,富安娜,92888.0,1244699.2,0.84
40,11980600,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,41,300170,汉得信息,93680.0,1238449.6,0.84
41,11980601,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,42,600011,华能国际,139179.0,1228950.57,0.83
42,11980602,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,43,002010,传化股份,130363.0,1182392.41,0.8
43,11980603,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,44,600519,贵州茅台,6100.0,1156682.0,0.79
44,11980604,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,45,002675,东诚药业,45500.0,1100190.0,0.75
45,11980605,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,46,600795,国电电力,237400.0,1099162.0,0.75
46,11980606,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,47,601555,东吴证券,45742.0,1025535.64,0.7
47,11980607,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,48,600642,申能股份,146800.0,948328.0,0.64
48,11980608,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,49,300160,秀强股份,57330.0,937345.5,0.64
49,11980609,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,50,600900,长江电力,87800.0,936826.0,0.64
50,11980610,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,51,000027,深圳能源,83260.0,929181.6,0.63
51,11980611,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,52,000035,中国天楹,72114.0,911520.96,0.62
52,11980612,000689,2014-08-20,2014-12-31,2015-03-27,403006,年度,53,600570,恒生电子,16200.0,887112.0,0.6
53,11956119,000689,2014-10-01,2014-12-31,2015-01-20,403004,第四季度,1,600376,首开股份,746382.0,7523530.56,5.11
54,11956120,000689,2014-10-01,2014-12-31,2015-01-20,403004,第四季度,2,600548,深高速,816738.0,6770758.02,4.6
55,11956121,000689,2014-10-01,2014-12-31,2015-01-20,403004,第四季度,3,002465,海格通信,321783.0,6216847.56,4.22
56,11956122,000689,2014-10-01,2014-12-31,2015-01-20,403004,第四季度,4,601766,中国南车,773827.0,4937016.26,3.35
57,11956123,000689,2014-10-01,2014-12-31,2015-01-20,403004,第四季度,5,000768,中航飞机,235400.0,4458476.0,3.03
58,11956124,000689,2014-10-01,2014-12-31,2015-01-20,403004,第四季度,6,601628,中国人寿,128600.0,4391690.0,2.98
59,11956125,000689,2014-10-01,2014-12-31,2015-01-20,403004,第四季度,7,600068,葛洲坝,448900.0,4188237.0,2.84
60,11956126,000689,2014-10-01,2014-12-31,2015-01-20,403004,第四季度,8,600038,哈飞股份,110800.0,4168296.0,2.83
61,11956127,000689,2014-10-01,2014-12-31,2015-01-20,403004,第四季度,9,600027,华电国际,559900.0,3919300.0,2.66
62,11956128,000689,2014-10-01,2014-12-31,2015-01-20,403004,第四季度,10,000600,建投能源,385650.0,3914347.5,2.66
63,12085212,000689,2015-01-01,2015-03-31,2015-04-22,403001,第一季度,1,000024,招商地产,250000.0,8235000.0,8.3
64,12085213,000689,2015-01-01,2015-03-31,2015-04-22,403001,第一季度,2,600048,保利地产,440000.0,5055600.0,5.1
65,12085214,000689,2015-01-01,2015-03-31,2015-04-22,403001,第一季度,3,002190,成飞集成,96000.0,4314240.0,4.35
66,12085215,000689,2015-01-01,2015-03-31,2015-04-22,403001,第一季度,4,601888,中国国旅,52700.0,3274251.0,3.3
67,12085216,000689,2015-01-01,2015-03-31,2015-04-22,403001,第一季度,5,000060,中金岭南,254910.0,3250102.5,3.28
68,12085217,000689,2015-01-01,2015-03-31,2015-04-22,403001,第一季度,6,000895,双汇发展,60000.0,2214000.0,2.23
69,12085218,000689,2015-01-01,2015-03-31,2015-04-22,403001,第一季度,7,002203,海亮股份,200000.0,2150000.0,2.17
70,12085219,000689,2015-01-01,2015-03-31,2015-04-22,403001,第一季度,8,002003,伟星股份,160000.0,2108800.0,2.13
71,12085220,000689,2015-01-01,2015-03-31,2015-04-22,403001,第一季度,9,600031,三一重工,200000.0,2026000.0,2.04
72,12085221,000689,2015-01-01,2015-03-31,2015-04-22,403001,第一季度,10,601988,中国银行,460000.0,2014800.0,2.03
73,12131700,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,1,000024,招商地产,250000.0,9127500.0,13.38
74,12131701,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,2,000060,中金岭南,219995.0,4089707.05,6.0
75,12131702,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,3,600675,中华企业,279767.0,3164164.77,4.64
76,12131703,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,4,000963,华东医药,48950.0,3059375.0,4.48
77,12131704,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,5,000930,中粮生化,149200.0,2812420.0,4.12
78,12131705,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,6,000915,山大华特,50000.0,2800000.0,4.1
79,12131706,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,7,002714,牧原股份,47000.0,2760780.0,4.05
80,12131707,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,8,000880,潍柴重机,108100.0,2329555.0,3.41
81,12131708,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,9,600686,金龙汽车,82200.0,2115828.0,3.1
82,12131709,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,10,002010,传化股份,130363.0,2096237.04,3.07
83,12131710,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,11,600643,爱建股份,124541.0,2083570.93,3.05
84,12131711,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,12,300078,中瑞思创,30000.0,2032200.0,2.98
85,12131712,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,13,600056,中国医药,81100.0,1973974.0,2.89
86,12131713,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,14,601336,新华保险,29000.0,1770740.0,2.6
87,12131714,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,15,600521,华海药业,55400.0,1731250.0,2.54
88,12131715,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,16,002250,联化科技,57900.0,1296960.0,1.9
89,12131716,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,17,600784,鲁银投资,80355.0,1289697.75,1.89
90,12131717,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,18,600011,华能国际,85000.0,1192550.0,1.75
91,12131718,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,19,600511,国药股份,20000.0,1007800.0,1.48
92,12131719,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,20,601333,广深铁路,120000.0,986400.0,1.45
93,12131720,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,21,002190,成飞集成,19111.0,974469.89,1.43
94,12131721,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,22,000031,中粮地产,50000.0,944500.0,1.38
95,12131722,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,23,002203,海亮股份,72900.0,926559.0,1.36
96,12131723,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,24,000698,沈阳化工,80000.0,920000.0,1.35
97,12131724,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,25,600581,八一钢铁,70000.0,912100.0,1.34
98,12131725,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,26,002003,伟星股份,54752.0,885339.84,1.3
99,12131726,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,27,600048,保利地产,72659.0,829765.78,1.22
100,12131727,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,28,000423,东阿阿胶,15200.0,828400.0,1.21
101,12131728,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,29,600230,沧州大化,50000.0,785500.0,1.15
102,12131729,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,30,002458,益生股份,30000.0,784200.0,1.15
103,12131730,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,31,000568,泸州老窖,18000.0,586980.0,0.86
104,12131731,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,32,001896,豫能控股,29000.0,580000.0,0.85
105,12131732,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,33,600787,中储股份,36000.0,579600.0,0.85
106,12131733,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,34,600559,老白干酒,6500.0,542880.0,0.8
107,12131734,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,35,600192,长城电工,35000.0,540400.0,0.79
108,12131735,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,36,000603,盛达矿业,19600.0,488824.0,0.72
109,12131736,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,37,002566,益盛药业,20200.0,459146.0,0.67
110,12131737,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,38,601579,会稽山,23600.0,450052.0,0.66
111,12131738,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,39,002572,索菲亚,10957.0,423268.91,0.62
112,12131739,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,40,300323,华灿光电,41550.0,389739.0,0.57
113,12131740,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,41,002199,东晶电子,24500.0,365540.0,0.54
114,12131741,000689,2015-01-01,2015-06-30,2015-08-25,403005,半年度,42,600302,标准股份,900.0,10998.0,0.02
115,12428443,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,1,600643,爱建集团,124541.0,1824525.65,0.61
116,12428444,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,2,603005,晶方科技,30000.0,1509000.0,0.5
117,12428445,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,3,300182,捷成股份,60000.0,1440000.0,0.48
118,12428446,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,4,002148,北纬通信,60000.0,1368600.0,0.45
119,12428447,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,5,000423,东阿阿胶,25000.0,1307500.0,0.43
120,12428448,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,6,600158,中体产业,50000.0,1304000.0,0.43
121,12428449,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,7,300246,宝莱特,30000.0,1239000.0,0.41
122,12428450,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,8,600706,曲江文旅,50000.0,1199500.0,0.4
123,12428451,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,9,300259,新天科技,60000.0,773400.0,0.26
124,12428452,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,10,600763,通策医疗,10000.0,490200.0,0.16
125,12428453,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,11,002714,牧原股份,10000.0,470700.0,0.16
126,12428454,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,12,600855,航天长峰,10000.0,396800.0,0.13
127,12428455,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,13,002446,盛路通信,10000.0,371000.0,0.12
128,12428456,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,14,300371,汇中股份,10000.0,364900.0,0.12
129,12428457,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,15,000550,江铃汽车,10000.0,299800.0,0.1
130,12428458,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,16,300207,欣旺达,10000.0,281000.0,0.09
131,12428459,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,17,002245,澳洋顺昌,27500.0,275550.0,0.09
132,12428460,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,18,600366,宁波韵升,10000.0,218400.0,0.07
133,12428461,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,19,002376,新北洋,10000.0,184800.0,0.06
134,12428462,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,20,600177,雅戈尔,10000.0,162800.0,0.05
135,12428463,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,21,002168,深圳惠程,10000.0,118300.0,0.04
136,12428464,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,22,000402,金 融 街,10000.0,115300.0,0.04
137,12428465,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,23,600738,兰州民百,10000.0,112000.0,0.04
138,12428466,000689,2015-01-01,2015-12-31,2016-03-30,403006,年度,24,000401,冀东水泥,10000.0,109000.0,0.04
139,12101322,000689,2015-04-01,2015-06-30,2015-07-20,403002,第二季度,1,000024,招商地产,250000.0,9127500.0,13.38
140,12101323,000689,2015-04-01,2015-06-30,2015-07-20,403002,第二季度,2,000060,中金岭南,219995.0,4089707.05,6.0
141,12101324,000689,2015-04-01,2015-06-30,2015-07-20,403002,第二季度,3,600675,中华企业,279767.0,3164164.77,4.64
142,12101325,000689,2015-04-01,2015-06-30,2015-07-20,403002,第二季度,4,000963,华东医药,48950.0,3059375.0,4.48
143,12101326,000689,2015-04-01,2015-06-30,2015-07-20,403002,第二季度,5,000930,中粮生化,149200.0,2812420.0,4.12
144,12101327,000689,2015-04-01,2015-06-30,2015-07-20,403002,第二季度,6,000915,山大华特,50000.0,2800000.0,4.1
145,12101328,000689,2015-04-01,2015-06-30,2015-07-20,403002,第二季度,7,002714,牧原股份,47000.0,2760780.0,4.05
146,12101329,000689,2015-04-01,2015-06-30,2015-07-20,403002,第二季度,8,000880,潍柴重机,108100.0,2329555.0,3.41
147,12101330,000689,2015-04-01,2015-06-30,2015-07-20,403002,第二季度,9,600686,金龙汽车,82200.0,2115828.0,3.1
148,12101331,000689,2015-04-01,2015-06-30,2015-07-20,403002,第二季度,10,002010,传化股份,130363.0,2096237.04,3.07
149,12254782,000689,2015-07-01,2015-09-30,2015-10-24,403003,第三季度,1,000024,招商地产,250000.0,7122500.0,1.9
150,12254783,000689,2015-07-01,2015-09-30,2015-10-24,403003,第三季度,2,600643,爱建集团,124541.0,1640204.97,0.44
151,12254784,000689,2015-07-01,2015-09-30,2015-10-24,403003,第三季度,3,600446,金证股份,18000.0,608580.0,0.16
152,12254785,000689,2015-07-01,2015-09-30,2015-10-24,403003,第三季度,4,002003,伟星股份,54752.0,515216.32,0.14
153,12254786,000689,2015-07-01,2015-09-30,2015-10-24,403003,第三季度,5,002203,海亮股份,72900.0,486243.0,0.13
154,12254787,000689,2015-07-01,2015-09-30,2015-10-24,403003,第三季度,6,002199,东晶电子,24500.0,365540.0,0.1
155,12275943,000689,2015-10-01,2015-12-31,2016-01-22,403004,第四季度,1,600643,爱建集团,124541.0,1824525.65,0.61
156,12275944,000689,2015-10-01,2015-12-31,2016-01-22,403004,第四季度,2,603005,晶方科技,30000.0,1509000.0,0.5
157,12275945,000689,2015-10-01,2015-12-31,2016-01-22,403004,第四季度,3,300182,捷成股份,60000.0,1440000.0,0.48
158,12275946,000689,2015-10-01,2015-12-31,2016-01-22,403004,第四季度,4,002148,北纬通信,60000.0,1368600.0,0.45
159,12275947,000689,2015-10-01,2015-12-31,2016-01-22,403004,第四季度,5,000423,东阿阿胶,25000.0,1307500.0,0.43
160,12275948,000689,2015-10-01,2015-12-31,2016-01-22,403004,第四季度,6,600158,中体产业,50000.0,1304000.0,0.43
161,12275949,000689,2015-10-01,2015-12-31,2016-01-22,403004,第四季度,7,300246,宝莱特,30000.0,1239000.0,0.41
162,12275950,000689,2015-10-01,2015-12-31,2016-01-22,403004,第四季度,8,600706,曲江文旅,50000.0,1199500.0,0.4
163,12275951,000689,2015-10-01,2015-12-31,2016-01-22,403004,第四季度,9,300259,新天科技,60000.0,773400.0,0.26
164,12275952,000689,2015-10-01,2015-12-31,2016-01-22,403004,第四季度,10,600763,通策医疗,10000.0,490200.0,0.16
165,12473259,000689,2016-01-01,2016-03-31,2016-04-21,403001,第一季度,1,300059,东方财富,233700.0,10352910.0,3.51
166,12473260,000689,2016-01-01,2016-03-31,2016-04-21,403001,第一季度,2,600316,洪都航空,382400.0,7946272.0,2.69
167,12473261,000689,2016-01-01,2016-03-31,2016-04-21,403001,第一季度,3,000561,烽火电子,577509.0,7553817.72,2.56
168,12473262,000689,2016-01-01,2016-03-31,2016-04-21,403001,第一季度,4,002286,保龄宝,397300.0,6861371.0,2.33
169,12473263,000689,2016-01-01,2016-03-31,2016-04-21,403001,第一季度,5,002632,道明光学,251702.0,6209488.34,2.1
170,12473264,000689,2016-01-01,2016-03-31,2016-04-21,403001,第一季度,6,300315,掌趣科技,497700.0,6017193.0,2.04
171,12473265,000689,2016-01-01,2016-03-31,2016-04-21,403001,第一季度,7,300383,光环新网,148000.0,5912600.0,2.0
172,12473266,000689,2016-01-01,2016-03-31,2016-04-21,403001,第一季度,8,600523,贵航股份,301800.0,5299608.0,1.8
173,12473267,000689,2016-01-01,2016-03-31,2016-04-21,403001,第一季度,9,300232,洲明科技,155100.0,5281155.0,1.79
174,12473268,000689,2016-01-01,2016-03-31,2016-04-21,403001,第一季度,10,600303,曙光股份,398880.0,5133585.6,1.74
175,12540853,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,1,300068,南都电源,340745.0,7448685.7,2.61
176,12540854,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,2,601799,星宇股份,121787.0,5580280.34,1.95
177,12540855,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,3,300397,天和防务,159200.0,5412800.0,1.89
178,12540856,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,4,600491,龙元建设,619426.0,5314675.08,1.86
179,12540857,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,5,300198,纳川股份,313211.0,5039564.99,1.76
180,12540858,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,6,300489,中飞股份,54700.0,4994110.0,1.75
181,12540859,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,7,002343,慈文传媒,98900.0,4796650.0,1.68
182,12540860,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,8,600563,法拉电子,104050.0,4736356.0,1.66
183,12540861,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,9,300448,浩云科技,121800.0,4348260.0,1.52
184,12540862,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,10,300386,飞天诚信,123100.0,4083227.0,1.43
185,12540863,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,11,002434,万里扬,366000.0,3982080.0,1.39
186,12540864,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,12,002587,奥拓电子,246900.0,3567705.0,1.25
187,12540865,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,13,300395,菲利华,104892.0,2809007.76,0.98
188,12540866,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,14,002518,科士达,104000.0,2587520.0,0.91
189,12540867,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,15,600460,士兰微,317500.0,2517775.0,0.88
190,12540868,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,16,002517,恺英网络,56400.0,2486112.0,0.87
191,12540869,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,17,300134,大富科技,81100.0,2429756.0,0.85
192,12540870,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,18,300263,隆华节能,213000.0,2381340.0,0.83
193,12540871,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,19,300051,三五互联,116500.0,2345145.0,0.82
194,12540872,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,20,300161,华中数控,75400.0,2311010.0,0.81
195,12540873,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,21,300057,万顺股份,137000.0,2212550.0,0.77
196,12540874,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,22,300328,宜安科技,119100.0,2093778.0,0.73
197,12540875,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,23,300487,蓝晓科技,36000.0,2045520.0,0.72
198,12540876,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,24,300368,汇金股份,68000.0,2003280.0,0.7
199,12540877,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,25,300222,科大智能,72525.0,1986459.75,0.7
200,12540878,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,26,300376,易事特,69381.0,1893407.49,0.66
201,12540879,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,27,002403,爱仕达,115000.0,1857250.0,0.65
202,12540880,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,28,600636,三爱富,126700.0,1756062.0,0.61
203,12540881,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,29,300479,神思电子,40000.0,1714800.0,0.6
204,12540882,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,30,002020,京新药业,132500.0,1639025.0,0.57
205,12540883,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,31,001696,宗申动力,149779.0,1635586.68,0.57
206,12540884,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,32,300033,同花顺,20076.0,1635190.2,0.57
207,12540885,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,33,601231,环旭电子,129964.0,1390614.8,0.49
208,12540886,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,34,002444,巨星科技,67688.0,1375420.16,0.48
209,12540887,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,35,002729,好利来,15005.0,1332444.0,0.47
210,12540888,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,36,002007,华兰生物,32011.0,1005145.4,0.35
211,12540889,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,37,300276,三丰智能,25919.0,545854.14,0.19
212,12540890,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,38,002538,司尔特,47303.0,442283.05,0.15
213,12540891,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,39,300470,日机密封,4291.0,417600.12,0.15
214,12540892,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,40,002713,东易日盛,13178.0,382557.34,0.13
215,12540893,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,41,002564,天沃科技,36104.0,278000.8,0.1
216,12540894,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,42,601966,玲珑轮胎,2246.0,29153.08,0.01
217,12540895,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,43,000423,东阿阿胶,486.0,25675.38,0.01
218,12540896,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,44,002074,国轩高科,478.0,18866.66,0.01
219,12540897,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,45,002537,海立美达,500.0,15200.0,0.01
220,12540898,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,46,002631,德尔未来,555.0,14763.0,0.01
221,12540899,000689,2016-01-01,2016-06-30,2016-08-29,403005,半年度,47,300207,欣旺达,524.0,13451.08,0.0
